,global ASI
521,1.9112629286230907
522,2.007311819766008
523,1.9848926733656433
524,1.9197043006698873
525,1.8591192431789572
526,2.055734520611406
527,1.9036392315646682
528,2.064542167692559
529,1.9567762678243208
530,1.8586410200248566
531,1.9809886354985977
532,2.0423149258831126
533,2.0806517534067495
534,1.9511051125648609
535,1.9443386008664671
536,1.89964621280517
537,2.2695075932819955
538,1.9843123541625514
539,1.953957216947164
540,1.985297359898496
541,2.2344171811411804
542,2.1010377664691173
543,1.9702817341407468
544,2.081419743842671
545,2.235080752220967
546,1.7973150221882856
547,1.7642456630353192
548,1.918198182376238
549,1.7153459989638127
550,1.7764131303890334
551,1.8913431804640624
552,1.975960265794025
553,2.2389194513445596
554,1.979236534193156
555,1.808993049250574
556,1.719684120003896
557,1.7920262880060294
558,1.7851257917634298
559,1.9934823303113176
560,2.1080690585478274
561,1.9743538641688467
562,1.8987082927177827
563,1.8566705679695106
564,1.8655614603992996
565,2.0369914148025785
566,2.087525133230943
567,1.9073194828747295
568,1.9272519991621548
569,2.0038243898899957
570,2.061714323853865
571,2.260412079846017
572,2.051795558275547
573,1.8314053821868965
574,1.777728000516905
575,1.9835024425799772
576,1.9920349974536455
577,1.997418183732007
578,2.0690992271774915
579,2.025999169463984
580,1.9824115897001315
581,1.8729596619184374
582,1.8615061382117377
583,1.8570575764697879
584,1.8983233651049214
585,1.8749701717310672
586,2.0709766702507153
587,2.021657595762808
588,2.0062804583953255
589,2.0048012453711075
590,1.9728220354048254
591,1.861906134288528
592,1.819434448539395
593,2.1256666808497293
594,2.003852549828333
595,1.8894516884714485
596,1.7152313096338474
597,1.6914041669806064
598,2.3052243688062704
599,1.947648020962482
600,2.1145637579374728
601,1.732983968202862
602,1.702917766179057
603,1.86694526099698
604,1.8342812203786316
605,1.8049980528574028
606,1.8795380798818382
607,1.86837564205227
608,1.8658403720874124
609,2.161486640204156
610,2.025363361944672
611,2.108284919173867
612,1.9112690206027942
613,1.7450280883980256
614,1.9497739616245888
615,1.9244893857335335
616,2.0631842633225492
617,2.250527805032338
618,1.8551394412487534
619,1.7639031089160633
620,1.932633602642427
621,1.8554617066994699
622,1.9212038816415251
623,1.951074750556525
624,1.7549144748622707
625,1.842738828847478
626,2.1464094418811372
627,2.1292172752675538
628,2.310617608029282
629,2.2331383039179418
630,1.9361556727544718
631,2.1055279186723648
632,1.9477037415440024
633,1.9266443385141736
634,2.054553846730255
635,1.9591496284815397
636,2.022802833998236
637,2.0341453193979713
638,2.0550103752668365
639,2.0164246804423684
640,1.9994233796549787
641,1.8037834696310284
642,1.7286642798939047
643,1.9139275325448017
644,2.082720407241586
645,1.9800861940194496
646,1.9119105141107318
647,1.9474770368908498
648,1.9465985198973754
649,1.908154016987357
650,1.967126245538524
651,1.8888697996227788
652,1.9788882050618537
653,2.1418791786521765
654,2.083757278760883
655,1.9841012339266253
656,1.9612543148647295
657,1.8029718515304294
658,1.7913665333448998
659,1.864565107100186
660,1.63357176478545
661,1.9368148921287203
662,2.0044138856436535
663,1.9948020946647824
664,2.0026074926882003
665,2.1613211917889252
666,2.0698731820243617
667,1.986634238271225
668,1.858473048179443
669,2.056623897000315
670,1.9304718102243035
671,1.8601625386393572
672,1.7146714148530589
673,1.7150544814116078
674,1.8063379169580396
675,1.9044803905059529
676,1.9940771737898189
677,1.8701319324290986
678,1.9559461724675316
679,2.010898058195823
680,2.062382391908592
681,2.1762954053938595
682,1.9318629000234961
683,2.027242538424286
684,1.7703297787975059
685,1.7477872204935272
686,1.8421408217601447
687,1.8020961099725286
688,1.8590261078549994
689,1.8619423100279169
690,1.9682130700685339
691,2.215080832778621
692,1.8942757143180111
693,1.9438170598132078
694,2.0038468844051587
695,1.8884904503884954
696,1.958065750311893
697,1.8096751791193804
698,1.7817841162578916
699,1.9292310312188938
700,2.07870303299373
701,1.8412424443291155
702,1.752791651544888
703,2.0652257500778095
704,2.195386371973107
705,2.19071672351196
706,2.26253631727061
707,1.9923279415968342
708,1.8204900029923166
709,2.0165895036343726
710,2.2156559329642227
711,2.168134912789678
712,2.1082086249112817
713,2.216763545311879
714,2.1217615354307813
715,1.8440642075808669
716,1.7172490759270789
717,1.7142629897547759
718,1.862882528810362
719,2.083230187556858
720,2.0735872622983424
721,2.1368252952980553
722,2.1490472395638798
723,1.9936251659606383
724,2.095118396245308
725,1.9841087049435513
726,1.9433464545402774
727,1.9528305808343818
728,2.2310820867809107
729,2.2761277764436065
730,2.199699618451044
731,2.3284734074864004
732,2.5239289068877264
733,2.0871324861160874
734,2.018621646635259
735,2.073882947810535
736,1.8642813418568984
737,1.903087519550431
738,2.0426387417199066
739,2.1931920009032555
740,1.9488077804275994
741,1.9049056947626537
742,1.9346373704925304
743,1.801087406016877
744,1.6349406104650601
745,1.816217120937277
746,1.8717966814449256
747,1.9361278444024757
748,2.0467812353196275
749,1.8119886456471734
750,1.742860095502555
751,1.8521631118224164
752,1.9863293503634945
753,1.858365964211194
754,1.9159517507864128
755,1.713056360992724
756,1.8367093504450416
757,2.3667283068021283
758,2.224991482918468
759,2.239795692763218
760,2.347001112746509
761,2.334722954779601
762,2.020508767270019
763,2.2676578025347887
764,2.240133167264956
765,2.0708810671406885
766,2.1851630331136853
767,2.1891966004124255
768,2.263770146558836
769,2.01924073662166
770,2.0145395228067158
771,1.9226828670487055
772,1.9692579527175533
773,2.038314918134516
774,1.9570353134200844
775,1.9867509531324838
776,2.3653680194460125
777,2.3864684765953794
778,2.262205420978133
779,2.3366180693107266
780,2.2983663297937893
781,2.3455794759206827
782,1.993691094127708
783,2.1842268551913846
784,2.1830098322336915
785,2.1769026956163264
786,2.37682527298735
787,2.3346957663303702
788,2.2939757084121237
789,2.3212675454545453
790,2.1725815909060504
791,2.5545685415884254
792,2.4845032698852396
793,1.8932695538280262
794,1.7982367062326026
795,1.9529488633075487
796,1.9433701769517722
797,2.181399719046426
798,2.2262438940756946
799,2.3688936702999315
800,2.5780350376057695
801,2.0043522507657077
802,2.0498842163379467
803,2.0331674384776375
804,2.053817733139793
805,2.047707278198119
806,2.5980423613370354
807,2.312427643049613
808,2.0430774812652404
809,2.0158711746326383
810,1.804946494847113
811,1.946813503394862
812,1.9033938919472395
813,1.9630084481047778
814,1.8494536277783222
815,1.828336452687554
816,2.0062149092728787
817,2.0344633224706143
818,2.023075976421816
819,1.811911043178427
820,1.7401713821257523
821,1.6864769320734452
822,2.1241029582782733
823,1.77544538393735
824,1.7028630073636617
825,1.9134882561913626
826,2.131534786054184
827,2.0674615695469063
828,1.9739053758086458
829,2.0440234325168474
830,2.038818280922233
831,2.1615925601251442
832,2.06230431674228
833,1.9566743659433323
834,2.072261190483979
835,2.0293062530275043
836,2.0369551448413517
837,2.4680349090657185
838,2.279718155054578
839,1.9662074206055162
840,1.9706191036606155
841,1.9000434331321343
842,1.8060716011501252
843,1.8511348338997355
844,2.0216109650556366
845,2.233870349761174
846,2.4610572900879406
847,2.384658378655587
848,2.12277648812284
849,1.9773858803287758
850,1.903784385366582
851,1.7032496213028352
852,1.903331336823349
853,1.739038582202758
854,1.5513788768502432
855,1.7857032264984956
856,2.182537005685643
857,2.2969885434808073
858,2.118300435964855
859,1.9303402484316143
860,1.9923921627307108
861,2.085106300283439
862,2.1496624726084312
863,2.3654764316966514
864,2.0713115851361104
865,2.1707087148927404
866,2.2160227951139873
867,2.247947766604649
868,2.136624333895027
869,2.177412884441027
870,2.1593007523860415
871,2.4172682967620793
872,2.4079202916934044
873,2.1918286566338376
874,2.1508783340663444
875,2.0714138158092394
876,2.055124291396342
877,1.8471122865212874
878,2.122837632709016
879,2.309133930567232
880,2.3450532288034185
881,2.3269650980637384
882,2.0920422888066255
883,2.0263059704279467
884,2.191702144838226
885,2.1903467488651436
886,2.1523701620083324
887,2.2705077887366594
888,2.1693111619081327
889,2.0718560829504686
890,2.169838594757024
891,2.2716956782786224
892,2.0544731769607
893,2.007039142115569
894,2.0875275463992233
895,1.917330656484868
896,1.9540116606316331
897,2.0737396466385407
898,1.9880657783430247
899,1.852284472289801
900,1.7788173857303105
901,1.972763182872734
902,1.8850477354359552
903,1.8609098267678077
904,1.9948063471441142
905,2.449209191260811
906,2.29843141880045
907,1.9162553108899982
908,1.7341143209785728
909,2.035634218378028
910,1.9742334847646061
911,1.7857479002158534
912,2.0563656206698404
913,2.1358978566476625
914,2.195040018092357
915,1.8672731844124277
916,1.7903770014778833
917,2.1266427881739443
918,2.3684287827280994
919,2.4468295773040674
920,2.4801590479430655
921,1.883270537412065
922,2.08138317599447
923,2.2816183710411595
924,2.2358347596684793
925,2.297306101569346
926,2.071807629545477
927,2.1560513150021103
928,2.4543681438296825
929,2.420310309715411
930,2.5631238058967294
931,2.426764469269384
932,2.5925669506127345
933,2.1846074029911904
934,2.346738606126149
935,2.361359466142825
936,2.046273686524601
937,2.2323666369502493
938,2.4353899179336755
939,2.23094400753689
940,2.2511568841893546
941,2.2334552583427194
942,2.2151301569568673
943,2.3152240751670314
944,2.1261816387381867
945,1.9415355668328065
946,2.0033588161988867
947,2.3123439300194937
948,2.434998948988162
949,2.139118085980277
950,2.0705992801042044
951,2.28957437425072
952,2.343691105840092
953,2.2268653166902572
954,1.9913635079689522
955,2.0349994444813913
956,2.248733314886038
957,2.0384345521620646
958,1.9507564448748307
959,2.256403955261304
960,2.1611496090034734
961,2.244039128062397
962,2.286863970493856
963,2.2302659166382366
964,2.2851059789797326
965,2.432835413164071
966,2.27247990373788
967,2.2206039436242797
968,2.3607427021530163
969,2.1742015776262527
970,2.080757821999263
971,1.8375466125813957
972,1.7160203303776813
973,1.8638838472082477
974,2.173101768182893
975,2.3668650289375233
976,2.34353791100978
977,2.0937510292573718
978,2.1654247334502474
979,2.391419737720902
980,2.76311712060529
981,2.4242957618680947
982,2.235301661279381
983,2.075993166451694
984,2.0699205477275333
985,2.111314288824889
986,2.1865431277516123
987,2.3307128620482445
988,2.2343144817724396
989,2.2441508623997097
990,2.1927775033753774
991,2.289920225183015
992,2.284252994635648
993,1.947952742328938
994,2.008861439744306
995,2.150350319953596
996,2.2262719850544355
997,2.3527453113114065
998,2.219431945839816
999,2.0578161919144176
1000,2.053687935294468
1001,2.019480447657007
1002,1.9058374777606042
1003,1.87410181082298
1004,2.0076227783756164
1005,2.146207646221481
1006,2.132227353992965
1007,2.1450079916165428
1008,2.1602929411061313
1009,2.1734313027212107
1010,2.007545570249708
1011,2.084701692104534
1012,2.176451388214756
1013,2.1887955361513884
1014,2.198579727348928
1015,1.9656116315662917
1016,2.2772037123357767
1017,2.4020664402734133
1018,2.2749361557448298
1019,2.04028025756429
1020,2.0300777067738287
1021,2.0719409549999415
1022,2.2543829077570923
1023,2.4552932302725017
1024,2.3515459740195133
1025,2.6246494502632767
1026,2.225297151873712
1027,2.139734842774878
1028,2.3183855590480746
1029,2.1043410186948526
1030,1.8823552040715457
1031,1.833624929835752
1032,1.8178152389277131
1033,2.131142592375804
1034,2.224996203403167
1035,2.14340269242552
1036,2.3107827506418896
1037,2.2775984011171677
1038,2.1594050788355807
1039,2.068280698931669
1040,2.1302509256756834
1041,2.5117050917240706
1042,2.1719894168942204
1043,2.366587790366139
1044,2.2024555983147684
1045,2.194569223848535
1046,2.3908839248836187
1047,2.2696682200136964
1048,2.1330228214393765
1049,2.159902182924791
1050,2.202541408925837
1051,1.9982206909190325
1052,2.1024167951442667
1053,2.1215448273277864
1054,2.193311988863767
1055,2.289086635804446
1056,2.2102326083818737
1057,2.2130569841362875
1058,2.1657232308284753
1059,2.0809167665567827
1060,2.214412376215894
1061,2.287751416131549
1062,2.2941244197998842
1063,2.1869235306055255
1064,2.2239574860798887
1065,2.1576044226643227
1066,2.0106732777805996
1067,1.876069809062429
1068,2.1217393544874303
1069,2.315950374636316
1070,2.2649966454916517
1071,2.204199540914962
1072,2.4214727308841297
1073,2.679242166689114
1074,2.262968727378028
1075,2.209401737205341
1076,2.231888343154453
1077,2.5552716655168437
1078,2.5152945758070793
1079,2.261203156886722
1080,2.34864740223323
1081,2.3985062727450774
1082,2.3371925409035557
1083,2.6957134251402795
1084,2.162404865772163
1085,2.2177301330579997
1086,2.392552725556445
1087,2.3580375773221043
1088,2.125059725226788
1089,2.144025888431965
1090,2.2808551255533622
1091,1.8844946989465532
1092,1.8732578893822969
1093,2.0008373517657367
1094,2.1024078243904105
1095,2.074429610010599
1096,2.1898045394384487
1097,2.126515031371266
1098,1.868946694996479
1099,2.0428931448267047
1100,2.028752862396477
1101,2.010340609963726
1102,2.058672404997719
1103,1.9345458187754243
1104,1.8888670472738243
1105,1.9870966038575053
1106,2.0311115813917695
1107,2.0856199016802655
1108,2.1088252165059522
1109,2.099615789585058
1110,1.9694620337270334
1111,2.015829772549115
1112,2.109834262599128
1113,2.134715175728098
1114,2.0915540671206547
1115,2.1237355241958236
1116,2.192368983717069
1117,2.0589892532073577
1118,1.980083558223694
1119,2.0870765180204023
1120,2.012980418036801
1121,2.0407683854934593
1122,2.006736593601004
1123,1.8526613660354627
1124,2.073725597495185
1125,2.150639150510284
1126,2.094345892415085
1127,1.9145406103009892
1128,1.8818342163031005
1129,2.0068706705600756
1130,2.0575684760481074
1131,2.085863018369063
1132,2.033967185067963
1133,1.994422653385481
1134,2.115801428970976
1135,2.1476692326142652
1136,2.1452657570395326
1137,2.0155308502298013
1138,2.0773109138812793
1139,2.023782244013677
1140,2.0149107360582876
1141,2.0971723023936453
1142,2.050912528757164
1143,1.9728689746999533
1144,1.9769717043437633
1145,1.8356140006743895
1146,1.8666958912287133
1147,1.9186832490257903
1148,1.8732680810750135
1149,1.990504478512229
1150,2.002682629565803
1151,2.0265363397708684
1152,2.1770676248741556
1153,2.179220304915485
1154,1.9515050275072088
1155,1.8766272641615418
1156,1.8874682868152726
1157,1.9284827193106633
1158,1.987858265043406
1159,2.067209504110464
1160,2.005997968985224
1161,1.803636993956448
1162,1.8816951148694896
1163,2.063656747249544
1164,1.8829801561062591
1165,1.9520275333127088
1166,1.951193538501685
1167,2.054397574502513
1168,2.105171798448617
1169,1.8943625780679485
1170,1.836187577968476
1171,2.202779328531056
1172,2.107930735526344
1173,2.089254441327885
1174,2.117167607958599
1175,1.956166578747702
1176,1.9587309652630687
1177,1.9617554121331864
1178,1.8962323907231822
1179,1.9848621285806767
1180,2.110962512476341
1181,2.0011063731809933
1182,1.9647997511202409
1183,1.9336324362151396
1184,1.9717627621053968
1185,2.079410223620528
1186,2.128106437422407
1187,2.215401399900855
1188,2.088947833656873
1189,2.0882558544334446
1190,1.9619859910256445
1191,2.0404039433814263
1192,2.188888996559059
1193,2.046832212235666
1194,2.099398943384969
1195,2.3352806527643613
1196,2.388789029009487
1197,2.211840391063905
1198,2.0850518242322496
1199,2.04870228315617
1200,2.03820007787268
1201,1.931733300980669
1202,1.9517489488264244
1203,2.1170807468285737
1204,2.0435169271075626
1205,1.7687966808334623
1206,1.7932430637578909
1207,1.9663211617719139
1208,2.0673665452832295
1209,1.9018116809552936
1210,1.8385248877621532
1211,2.0689725480597794
1212,2.1263516353532412
1213,2.0757505925385265
1214,2.129767588263042
1215,2.081002499826316
1216,1.8579295528569397
1217,1.8412698490491621
1218,1.9941979410859616
1219,2.050079014109077
1220,1.9856196434276185
1221,1.9132254780542441
1222,2.0497570084082763
1223,2.1398898195344374
1224,2.135138658942482
1225,2.135065266336238
1226,2.1741879520002954
1227,2.0945752621877007
1228,1.9830262716079208
1229,1.9216085054966963
1230,2.0275473565445097
1231,1.9334314973533395
1232,1.9187234935150705
1233,2.0647507454880616
1234,2.1651656033280404
1235,2.079687745100761
1236,2.228458238928819
1237,2.2971950665932694
1238,1.9985186940119903
1239,1.9192580688839718
1240,1.8689151127840562
1241,1.9542240385126706
1242,2.0511537056272453
1243,2.0073400438976052
1244,2.0726439295469845
1245,2.0681866581956725
1246,2.0598868008587847
1247,1.9308367984206047
1248,1.8650033915398052
1249,2.019316719193583
1250,1.8821389170926626
1251,1.9032165928047515
1252,1.9900563172016599
1253,2.054664818293774
1254,2.2133461798764267
1255,2.311785986786147
1256,2.1414592730851902
1257,2.1406751345165675
1258,2.1348715375153
1259,2.1902289198159215
1260,2.205618963666504
1261,1.9913379227680825
1262,2.1297150071125968
1263,2.289031096329271
1264,2.1070628267740514
1265,2.01841809281386
1266,1.946925040928015
1267,1.8565224598949408
1268,2.0045900921144257
1269,2.0447652227755864
1270,1.9904137696151152
1271,2.074333200793414
1272,2.162930569135681
1273,1.908218450016235
1274,1.7463027685195387
1275,1.8428222299625705
1276,1.8786522408228274
1277,1.9377024089988488
1278,2.0392448314072933
1279,1.8827935074769648
1280,1.8409021548407247
1281,2.0326197947665867
1282,1.9886226724188973
